file,channel_count,final_status,related_unique_samples,reason
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-5-4段压裂施工-4井秒点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-5-8段压裂施工-4井分点压力监测.xls,1,已用于形态聚类或重复合并,1,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-5-8段压裂施工-4井秒点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-10段压裂施工-4井分点压力监测.xls,1,已用于形态聚类或重复合并,1,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-10段压裂施工-4井秒点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-11段压裂施工-4井分点压力监测.xls,1,已用于形态聚类或重复合并,1,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-11段压裂施工-4井秒点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-12段压裂施工-4井分点压力监测.xls,1,已用于形态聚类或重复合并,1,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-12段压裂施工-4井秒点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-13段压裂施工-4井分点压力监测.xls,1,已用于形态聚类或重复合并,1,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-13段压裂施工-4井秒点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-14段压裂施工-4井分点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-15段压裂施工-4井分点压力监测.xls,1,已用于形态聚类或重复合并,1,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-15段压裂施工-4井秒点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-18段压裂施工-4井分点压力监测.xls,1,已用于形态聚类或重复合并,1,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-18段压裂施工-4井秒点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-19段压裂施工-4井分点压力监测.xls,1,已用于形态聚类或重复合并,1,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-19段压裂施工-4井秒点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-20段压裂施工-4井分点压力监测.xls,1,已用于形态聚类或重复合并,1,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-20段压裂施工-4井秒点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-4段压裂施工-4井分点压力监测.xls,1,已用于形态聚类或重复合并,1,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-4段压裂施工-4井秒点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-9段压裂施工-2井分点压力监测.xls,1,已用于形态聚类或重复合并,1,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-9段压裂施工-2井秒点压力监测.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表2井11段.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表2井12段.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表2井13段.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表2井15段.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表2井16段.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表2井19段.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表2井21段.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表2井22段.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表5井23段.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 2井1段.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 2井2段.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 2井3段.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 2井4段.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 2井6段.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 2井8段.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 4井16段.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 4井19段.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 4井20段.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 4井21段.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 6井20段.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-8井压力监测数据表H32 6井21段、5井15段.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2平台井口压力监测记录表          叠合图 1.5.xlsx,6,已用于形态聚类或重复合并,4,施工井自身压力: 源井与监测井相同；参与形态聚类候选: observed_file_window；无法形成完整形态样本: 全零占位压力
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2平台井口压力监测记录表   叠合图  1.4.xlsx,6,已用于形态聚类或重复合并,4,施工井自身压力: 源井与监测井相同；参与形态聚类候选: observed_file_window；无法形成完整形态样本: 全零占位压力
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2平台井口压力监测记录表1.4.xlsx,6,已用于形态聚类或重复合并,4,施工井自身压力: 源井与监测井相同；重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本；无法形成完整形态样本: 全零占位压力
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2平台井口压力监测记录表1.5.xlsx,6,已用于形态聚类或重复合并,4,施工井自身压力: 源井与监测井相同；重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本；无法形成完整形态样本: 全零占位压力
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2平台压力监测          叠合图   12.29.xlsx,6,已用于形态聚类或重复合并,4,施工井自身压力: 源井与监测井相同；参与形态聚类候选: observed_file_window；无法形成完整形态样本: 全零占位压力
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2平台压力监测    叠合图12.13.xlsx,6,已用于形态聚类或重复合并,4,施工井自身压力: 源井与监测井相同；参与形态聚类候选: observed_file_window；无法形成完整形态样本: 全零占位压力
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2平台压力监测   叠合图  12.12(1).xlsx,12,已用于形态聚类或重复合并,10,施工井自身压力: 源井与监测井相同；参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2平台压力监测   叠合图  12.15.xlsx,6,已用于形态聚类或重复合并,4,施工井自身压力: 源井与监测井相同；参与形态聚类候选: observed_file_window；无法形成完整形态样本: 全零占位压力
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2平台压力监测   叠合图12.12.xlsx,6,已用于形态聚类或重复合并,5,施工井自身压力: 源井与监测井相同；重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2平台压力监测  邻井叠合图12.07(2).xlsx,8,已用于形态聚类或重复合并,7,施工井自身压力: 源井与监测井相同；参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2平台压力监测11.25.xlsx,6,已用于形态聚类或重复合并,6,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2平台压力监测11.26.xlsx,6,已用于形态聚类或重复合并,6,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2平台压力监测11.27(2).xlsx,13,已用于形态聚类或重复合并,12,参与形态聚类候选: observed_file_window；无法形成完整形态样本: 全零占位压力
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2平台压力监测11.27.xlsx,6,已用于形态聚类或重复合并,6,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
